algorithm,objective,dims,seed,win,clicks,time_ms,guesses,completion
scip_solver,MinRotation,2x2x2,28,false,2,61,2,50.00
scip_solver,MaxInformation,2x2x2,28,true,4,129,2,100.00
greedy,MinDistance,2x2x2,29,false,3,0,3,75.00
greedy,MinRotation,2x2x2,29,false,3,0,3,75.00
greedy,MaxInformation,2x2x2,29,false,3,0,3,75.00
exact_solver,MinDistance,2x2x2,29,false,6,2,3,90.00
exact_solver,MinRotation,2x2x2,29,false,2,0,2,70.00
exact_solver,MaxInformation,2x2x2,29,false,2,0,2,70.00
global_sat,MinDistance,2x2x2,29,false,2,0,2,70.00
global_sat,MinRotation,2x2x2,29,false,2,0,2,70.00
global_sat,MaxInformation,2x2x2,29,false,2,0,2,70.00
partitioned_sat,MinDistance,2x2x2,29,false,2,0,2,70.00
partitioned_sat,MinRotation,2x2x2,29,false,2,0,2,70.00
partitioned_sat,MaxInformation,2x2x2,29,false,2,0,2,70.00
scip_solver,MinDistance,2x2x2,29,false,6,228,3,90.00
scip_solver,MinRotation,2x2x2,29,false,2,49,2,70.00
scip_solver,MaxInformation,2x2x2,29,false,2,46,2,70.00
greedy,MinDistance,3x3x3,0,false,6,1,6,88.89
greedy,MinRotation,3x3x3,0,false,6,0,6,88.89
greedy,MaxInformation,3x3x3,0,false,8,6,8,73.33
exact_solver,MinDistance,3x3x3,0,true,10,96,2,100.00
exact_solver,MinRotation,3x3x3,0,false,10,44,2,97.78
exact_solver,MaxInformation,3x3x3,0,false,11,27,5,80.00
global_sat,MinDistance,3x3x3,0,true,10,28,1,100.00
global_sat,MinRotation,3x3x3,0,true,10,28,1,100.00
global_sat,MaxInformation,3x3x3,0,true,10,35,1,100.00
partitioned_sat,MinDistance,3x3x3,0,true,10,25,1,100.00
partitioned_sat,MinRotation,3x3x3,0,true,10,20,1,100.00
partitioned_sat,MaxInformation,3x3x3,0,true,10,36,1,100.00
scip_solver,MinDistance,3x3x3,0,true,10,1213,1,100.00
scip_solver,MinRotation,3x3x3,0,true,10,1326,1,100.00
scip_solver,MaxInformation,3x3x3,0,true,19,2731,1,100.00
greedy,MinDistance,3x3x3,1,false,6,0,6,88.89
greedy,MinRotation,3x3x3,1,false,6,0,6,88.89
greedy,MaxInformation,3x3x3,1,false,5,0,5,73.33
exact_solver,MinDistance,3x3x3,1,false,11,28,3,97.78
exact_solver,MinRotation,3x3x3,1,false,6,2,5,28.89
exact_solver,MaxInformation,3x3x3,1,false,8,14,2,95.56
global_sat,MinDistance,3x3x3,1,true,11,27,1,100.00
global_sat,MinRotation,3x3x3,1,true,12,27,1,100.00
global_sat,MaxInformation,3x3x3,1,true,11,29,1,100.00
partitioned_sat,MinDistance,3x3x3,1,true,11,23,1,100.00
partitioned_sat,MinRotation,3x3x3,1,true,11,19,1,100.00
partitioned_sat,MaxInformation,3x3x3,1,true,11,28,1,100.00
scip_solver,MinDistance,3x3x3,1,true,11,1016,1,100.00
scip_solver,MinRotation,3x3x3,1,true,12,1169,1,100.00
scip_solver,MaxInformation,3x3x3,1,true,11,1224,1,100.00
greedy,MinDistance,3x3x3,2,false,2,0,2,13.33
greedy,MinRotation,3x3x3,2,false,2,0,2,13.33
greedy,MaxInformation,3x3x3,2,false,4,0,4,93.33
exact_solver,MinDistance,3x3x3,2,false,2,0,2,13.33
exact_solver,MinRotation,3x3x3,2,false,3,0,3,15.56
exact_solver,MaxInformation,3x3x3,2,false,5,7,2,95.56
global_sat,MinDistance,3x3x3,2,true,17,51,2,100.00
global_sat,MinRotation,3x3x3,2,true,20,64,2,100.00
global_sat,MaxInformation,3x3x3,2,true,16,48,2,100.00
partitioned_sat,MinDistance,3x3x3,2,true,15,26,2,100.00
partitioned_sat,MinRotation,3x3x3,2,true,22,67,2,100.00
partitioned_sat,MaxInformation,3x3x3,2,true,16,44,2,100.00
scip_solver,MinDistance,3x3x3,2,false,4,316,2,17.78
scip_solver,MinRotation,3x3x3,2,true,20,2586,2,100.00
scip_solver,MaxInformation,3x3x3,2,true,6,459,1,100.00
greedy,MinDistance,3x3x3,3,false,5,0,5,84.44
greedy,MinRotation,3x3x3,3,false,6,0,6,86.67
greedy,MaxInformation,3x3x3,3,false,7,0,7,93.33
exact_solver,MinDistance,3x3x3,3,true,11,26,3,100.00
exact_solver,MinRotation,3x3x3,3,false,9,20,2,93.33
exact_solver,MaxInformation,3x3x3,3,true,10,17,1,100.00
global_sat,MinDistance,3x3x3,3,true,11,22,1,100.00
global_sat,MinRotation,3x3x3,3,true,11,22,1,100.00
global_sat,MaxInformation,3x3x3,3,true,11,32,1,100.00
partitioned_sat,MinDistance,3x3x3,3,true,11,24,1,100.00
partitioned_sat,MinRotation,3x3x3,3,true,11,21,1,100.00
partitioned_sat,MaxInformation,3x3x3,3,true,11,32,1,100.00
scip_solver,MinDistance,3x3x3,3,true,11,1062,1,100.00
scip_solver,MinRotation,3x3x3,3,true,11,1010,1,100.00
scip_solver,MaxInformation,3x3x3,3,true,14,1690,1,100.00
greedy,MinDistance,3x3x3,4,false,6,0,6,88.89
greedy,MinRotation,3x3x3,4,false,6,0,6,88.89
greedy,MaxInformation,3x3x3,4,false,2,0,2,93.33
exact_solver,MinDistance,3x3x3,4,false,11,26,2,97.78
exact_solver,MinRotation,3x3x3,4,false,11,27,2,97.78
exact_solver,MaxInformation,3x3x3,4,true,4,7,1,100.00
global_sat,MinDistance,3x3x3,4,true,11,33,1,100.00
global_sat,MinRotation,3x3x3,4,true,11,26,1,100.00
global_sat,MaxInformation,3x3x3,4,true,11,33,1,100.00
partitioned_sat,MinDistance,3x3x3,4,true,11,21,1,100.00
partitioned_sat,MinRotation,3x3x3,4,true,11,20,1,100.00
partitioned_sat,MaxInformation,3x3x3,4,true,11,28,1,100.00
scip_solver,MinDistance,3x3x3,4,true,11,1106,1,100.00
scip_solver,MinRotation,3x3x3,4,true,11,1100,1,100.00
scip_solver,MaxInformation,3x3x3,4,true,4,254,1,100.00
greedy,MinDistance,3x3x3,5,false,3,0,3,91.11
greedy,MinRotation,3x3x3,5,false,3,0,3,91.11
greedy,MaxInformation,3x3x3,5,false,7,0,7,77.78
exact_solver,MinDistance,3x3x3,5,true,6,13,1,100.00
exact_solver,MinRotation,3x3x3,5,true,6,14,1,100.00
exact_solver,MaxInformation,3x3x3,5,false,15,40,2,95.56
global_sat,MinDistance,3x3x3,5,true,6,11,1,100.00
global_sat,MinRotation,3x3x3,5,true,6,10,1,100.00
global_sat,MaxInformation,3x3x3,5,true,6,12,1,100.00
partitioned_sat,MinDistance,3x3x3,5,true,6,13,1,100.00
partitioned_sat,MinRotation,3x3x3,5,true,6,12,1,100.00
partitioned_sat,MaxInformation,3x3x3,5,true,6,13,1,100.00
scip_solver,MinDistance,3x3x3,5,true,6,465,1,100.00
scip_solver,MinRotation,3x3x3,5,true,6,454,1,100.00
scip_solver,MaxInformation,3x3x3,5,true,16,1811,1,100.00
greedy,MinDistance,3x3x3,6,false,3,0,3,84.44
greedy,MinRotation,3x3x3,6,false,3,0,3,84.44
greedy,MaxInformation,3x3x3,6,false,9,0,9,84.44
exact_solver,MinDistance,3x3x3,6,false,9,19,3,97.78
exact_solver,MinRotation,3x3x3,6,false,9,19,3,97.78
exact_solver,MaxInformation,3x3x3,6,true,13,30,3,100.00
global_sat,MinDistance,3x3x3,6,true,9,17,1,100.00
global_sat,MinRotation,3x3x3,6,true,9,16,1,100.00
global_sat,MaxInformation,3x3x3,6,true,9,23,1,100.00
partitioned_sat,MinDistance,3x3x3,6,true,9,15,1,100.00
partitioned_sat,MinRotation,3x3x3,6,true,9,14,1,100.00
partitioned_sat,MaxInformation,3x3x3,6,true,9,20,1,100.00
scip_solver,MinDistance,3x3x3,6,true,9,750,1,100.00
scip_solver,MinRotation,3x3x3,6,true,9,752,1,100.00
scip_solver,MaxInformation,3x3x3,6,true,15,1510,1,100.00
greedy,MinDistance,3x3x3,7,false,2,0,2,75.56
greedy,MinRotation,3x3x3,7,false,2,0,2,75.56
greedy,MaxInformation,3x3x3,7,false,2,0,2,64.44
exact_solver,MinDistance,3x3x3,7,false,11,18,6,95.56
exact_solver,MinRotation,3x3x3,7,false,7,9,2,86.67
exact_solver,MaxInformation,3x3x3,7,false,11,21,2,95.56
global_sat,MinDistance,3x3x3,7,true,12,32,1,100.00
global_sat,MinRotation,3x3x3,7,true,12,25,1,100.00
global_sat,MaxInformation,3x3x3,7,true,12,38,1,100.00
partitioned_sat,MinDistance,3x3x3,7,true,12,23,1,100.00
partitioned_sat,MinRotation,3x3x3,7,true,12,19,1,100.00
partitioned_sat,MaxInformation,3x3x3,7,true,12,39,1,100.00
scip_solver,MinDistance,3x3x3,7,true,12,1160,1,100.00
scip_solver,MinRotation,3x3x3,7,true,12,1121,1,100.00
scip_solver,MaxInformation,3x3x3,7,true,14,1711,1,100.00
greedy,MinDistance,3x3x3,8,false,6,0,6,80.00
greedy,MinRotation,3x3x3,8,false,6,0,6,80.00
greedy,MaxInformation,3x3x3,8,true,1,0,1,100.00
exact_solver,MinDistance,3x3x3,8,false,13,32,2,95.56
exact_solver,MinRotation,3x3x3,8,false,13,34,2,95.56
exact_solver,MaxInformation,3x3x3,8,true,1,0,1,100.00
global_sat,MinDistance,3x3x3,8,true,14,45,1,100.00
global_sat,MinRotation,3x3x3,8,true,14,38,1,100.00
global_sat,MaxInformation,3x3x3,8,true,14,60,1,100.00
partitioned_sat,MinDistance,3x3x3,8,true,14,35,1,100.00
partitioned_sat,MinRotation,3x3x3,8,true,14,29,1,100.00
partitioned_sat,MaxInformation,3x3x3,8,true,14,69,1,100.00
scip_solver,MinDistance,3x3x3,8,true,14,1422,1,100.00
scip_solver,MinRotation,3x3x3,8,true,14,1468,1,100.00
scip_solver,MaxInformation,3x3x3,8,true,1,1,1,100.00
greedy,MinDistance,3x3x3,9,false,2,0,2,75.56
greedy,MinRotation,3x3x3,9,false,2,0,2,75.56
greedy,MaxInformation,3x3x3,9,false,2,0,2,95.56
exact_solver,MinDistance,3x3x3,9,true,12,24,2,100.00
exact_solver,MinRotation,3x3x3,9,false,11,21,2,95.56
exact_solver,MaxInformation,3x3x3,9,true,3,5,1,100.00
global_sat,MinDistance,3x3x3,9,true,12,32,1,100.00
global_sat,MinRotation,3x3x3,9,true,12,31,1,100.00
global_sat,MaxInformation,3x3x3,9,true,12,34,1,100.00
partitioned_sat,MinDistance,3x3x3,9,true,12,33,1,100.00
partitioned_sat,MinRotation,3x3x3,9,true,12,28,1,100.00
partitioned_sat,MaxInformation,3x3x3,9,true,12,38,1,100.00
scip_solver,MinDistance,3x3x3,9,true,12,1183,1,100.00
scip_solver,MinRotation,3x3x3,9,true,12,1121,1,100.00
scip_solver,MaxInformation,3x3x3,9,true,3,155,1,100.00
greedy,MinDistance,3x3x3,10,false,7,1,7,93.33
greedy,MinRotation,3x3x3,10,false,8,0,8,93.33
greedy,MaxInformation,3x3x3,10,false,2,0,2,57.78
exact_solver,MinDistance,3x3x3,10,false,5,7,2,95.56
exact_solver,MinRotation,3x3x3,10,false,7,11,2,95.56
exact_solver,MaxInformation,3x3x3,10,true,7,11,1,100.00
global_sat,MinDistance,3x3x3,10,true,6,12,1,100.00
global_sat,MinRotation,3x3x3,10,true,7,14,1,100.00
global_sat,MaxInformation,3x3x3,10,true,6,12,1,100.00
partitioned_sat,MinDistance,3x3x3,10,true,6,10,1,100.00
partitioned_sat,MinRotation,3x3x3,10,true,7,18,1,100.00
partitioned_sat,MaxInformation,3x3x3,10,true,6,9,1,100.00
scip_solver,MinDistance,3x3x3,10,true,6,487,1,100.00
scip_solver,MinRotation,3x3x3,10,true,6,511,1,100.00
scip_solver,MaxInformation,3x3x3,10,true,9,943,1,100.00
greedy,MinDistance,3x3x3,11,false,2,0,2,64.44
greedy,MinRotation,3x3x3,11,false,2,0,2,64.44
greedy,MaxInformation,3x3x3,11,false,4,0,4,62.22
exact_solver,MinDistance,3x3x3,11,false,15,44,2,97.78
exact_solver,MinRotation,3x3x3,11,true,16,46,2,100.00
exact_solver,MaxInformation,3x3x3,11,true,16,40,1,100.00
global_sat,MinDistance,3x3x3,11,true,16,59,1,100.00
global_sat,MinRotation,3x3x3,11,true,16,52,1,100.00
global_sat,MaxInformation,3x3x3,11,true,15,66,1,100.00
partitioned_sat,MinDistance,3x3x3,11,true,16,60,1,100.00
partitioned_sat,MinRotation,3x3x3,11,true,16,61,1,100.00
partitioned_sat,MaxInformation,3x3x3,11,true,17,74,1,100.00
scip_solver,MinDistance,3x3x3,11,true,16,2085,1,100.00
scip_solver,MinRotation,3x3x3,11,true,16,1525,1,100.00
scip_solver,MaxInformation,3x3x3,11,true,18,2087,1,100.00
greedy,MinDistance,3x3x3,12,false,6,0,6,64.44
greedy,MinRotation,3x3x3,12,false,6,0,6,64.44
greedy,MaxInformation,3x3x3,12,false,7,0,7,88.89
exact_solver,MinDistance,3x3x3,12,false,11,19,5,97.78
exact_solver,MinRotation,3x3x3,12,false,6,7,2,86.67
exact_solver,MaxInformation,3x3x3,12,false,12,17,3,97.78
global_sat,MinDistance,3x3x3,12,true,11,16,1,100.00
global_sat,MinRotation,3x3x3,12,true,12,25,1,100.00
global_sat,MaxInformation,3x3x3,12,true,13,28,1,100.00
partitioned_sat,MinDistance,3x3x3,12,true,11,14,1,100.00
partitioned_sat,MinRotation,3x3x3,12,true,11,12,1,100.00
partitioned_sat,MaxInformation,3x3x3,12,true,13,16,1,100.00
scip_solver,MinDistance,3x3x3,12,true,11,834,1,100.00
scip_solver,MinRotation,3x3x3,12,true,13,1075,1,100.00
scip_solver,MaxInformation,3x3x3,12,true,12,1025,1,100.00
greedy,MinDistance,3x3x3,13,false,3,0,3,55.56
greedy,MinRotation,3x3x3,13,false,3,0,3,55.56
greedy,MaxInformation,3x3x3,13,false,2,0,2,95.56
exact_solver,MinDistance,3x3x3,13,false,19,43,2,97.78
exact_solver,MinRotation,3x3x3,13,false,21,49,2,97.78
exact_solver,MaxInformation,3x3x3,13,true,3,5,1,100.00
global_sat,MinDistance,3x3x3,13,true,21,71,1,100.00
global_sat,MinRotation,3x3x3,13,true,20,42,1,100.00
global_sat,MaxInformation,3x3x3,13,true,22,106,1,100.00
partitioned_sat,MinDistance,3x3x3,13,true,21,68,1,100.00
partitioned_sat,MinRotation,3x3x3,13,true,19,35,1,100.00
partitioned_sat,MaxInformation,3x3x3,13,true,22,81,1,100.00
scip_solver,MinDistance,3x3x3,13,true,22,2249,1,100.00
scip_solver,MinRotation,3x3x3,13,true,20,1724,1,100.00
scip_solver,MaxInformation,3x3x3,13,true,3,130,1,100.00
greedy,MinDistance,3x3x3,14,false,2,0,2,57.78
greedy,MinRotation,3x3x3,14,false,2,0,2,57.78
greedy,MaxInformation,3x3x3,14,false,4,0,4,80.00
exact_solver,MinDistance,3x3x3,14,true,16,29,3,100.00
exact_solver,MinRotation,3x3x3,14,true,15,25,2,100.00
exact_solver,MaxInformation,3x3x3,14,false,11,17,2,95.56
global_sat,MinDistance,3x3x3,14,true,16,40,1,100.00
global_sat,MinRotation,3x3x3,14,true,14,23,1,100.00
global_sat,MaxInformation,3x3x3,14,true,20,95,1,100.00
partitioned_sat,MinDistance,3x3x3,14,true,15,38,1,100.00
partitioned_sat,MinRotation,3x3x3,14,true,15,32,1,100.00
partitioned_sat,MaxInformation,3x3x3,14,true,20,100,1,100.00
scip_solver,MinDistance,3x3x3,14,true,17,1507,1,100.00
scip_solver,MinRotation,3x3x3,14,true,14,1183,1,100.00
scip_solver,MaxInformation,3x3x3,14,true,12,936,1,100.00
greedy,MinDistance,3x3x3,15,false,5,0,5,82.22
greedy,MinRotation,3x3x3,15,false,5,0,5,82.22
greedy,MaxInformation,3x3x3,15,false,3,0,3,84.44
exact_solver,MinDistance,3x3x3,15,false,11,14,2,95.56
exact_solver,MinRotation,3x3x3,15,false,11,14,2,95.56
exact_solver,MaxInformation,3x3x3,15,false,8,9,2,95.56
global_sat,MinDistance,3x3x3,15,true,12,19,1,100.00
global_sat,MinRotation,3x3x3,15,true,12,20,1,100.00
global_sat,MaxInformation,3x3x3,15,true,12,28,1,100.00
partitioned_sat,MinDistance,3x3x3,15,true,12,20,1,100.00
partitioned_sat,MinRotation,3x3x3,15,true,12,20,1,100.00
partitioned_sat,MaxInformation,3x3x3,15,true,12,26,1,100.00
scip_solver,MinDistance,3x3x3,15,true,12,894,1,100.00
scip_solver,MinRotation,3x3x3,15,true,12,908,1,100.00
scip_solver,MaxInformation,3x3x3,15,true,9,622,1,100.00
greedy,MinDistance,3x3x3,16,false,15,0,15,73.33
greedy,MinRotation,3x3x3,16,false,14,1,14,71.11
greedy,MaxInformation,3x3x3,16,false,2,0,2,55.56
exact_solver,MinDistance,3x3x3,16,true,11,15,1,100.00
exact_solver,MinRotation,3x3x3,16,true,14,21,1,100.00
exact_solver,MaxInformation,3x3x3,16,false,14,27,3,93.33
global_sat,MinDistance,3x3x3,16,true,15,43,1,100.00
global_sat,MinRotation,3x3x3,16,true,14,26,1,100.00
global_sat,MaxInformation,3x3x3,16,true,17,75,1,100.00
partitioned_sat,MinDistance,3x3x3,16,true,15,42,1,100.00
partitioned_sat,MinRotation,3x3x3,16,true,14,40,1,100.00
partitioned_sat,MaxInformation,3x3x3,16,true,19,87,1,100.00
scip_solver,MinDistance,3x3x3,16,true,15,1479,1,100.00
scip_solver,MinRotation,3x3x3,16,true,17,1677,1,100.00
scip_solver,MaxInformation,3x3x3,16,true,21,2139,1,100.00
greedy,MinDistance,3x3x3,17,false,3,0,3,73.33
greedy,MinRotation,3x3x3,17,false,3,0,3,73.33
greedy,MaxInformation,3x3x3,17,false,3,0,3,93.33
exact_solver,MinDistance,3x3x3,17,false,3,2,2,73.33
exact_solver,MinRotation,3x3x3,17,false,5,5,4,77.78
exact_solver,MaxInformation,3x3x3,17,false,6,9,3,97.78
global_sat,MinDistance,3x3x3,17,true,14,31,1,100.00
global_sat,MinRotation,3x3x3,17,true,14,31,1,100.00
global_sat,MaxInformation,3x3x3,17,true,14,35,1,100.00
partitioned_sat,MinDistance,3x3x3,17,true,14,24,1,100.00
partitioned_sat,MinRotation,3x3x3,17,true,14,25,1,100.00
partitioned_sat,MaxInformation,3x3x3,17,true,14,28,1,100.00
scip_solver,MinDistance,3x3x3,17,true,14,1216,1,100.00
scip_solver,MinRotation,3x3x3,17,true,14,1210,1,100.00
scip_solver,MaxInformation,3x3x3,17,true,6,336,1,100.00
greedy,MinDistance,3x3x3,18,false,3,0,3,68.89
greedy,MinRotation,3x3x3,18,false,3,0,3,68.89
greedy,MaxInformation,3x3x3,18,false,11,1,11,82.22
exact_solver,MinDistance,3x3x3,18,false,8,13,2,91.11
exact_solver,MinRotation,3x3x3,18,false,7,12,2,91.11
exact_solver,MaxInformation,3x3x3,18,false,6,5,2,68.89
global_sat,MinDistance,3x3x3,18,true,11,22,1,100.00
global_sat,MinRotation,3x3x3,18,true,10,18,1,100.00
global_sat,MaxInformation,3x3x3,18,true,13,45,1,100.00
partitioned_sat,MinDistance,3x3x3,18,true,11,23,1,100.00
partitioned_sat,MinRotation,3x3x3,18,true,12,24,1,100.00
partitioned_sat,MaxInformation,3x3x3,18,true,13,48,1,100.00
scip_solver,MinDistance,3x3x3,18,true,11,862,1,100.00
scip_solver,MinRotation,3x3x3,18,true,10,746,1,100.00
scip_solver,MaxInformation,3x3x3,18,true,19,1840,1,100.00
greedy,MinDistance,3x3x3,19,false,6,0,6,84.44
greedy,MinRotation,3x3x3,19,false,6,0,6,84.44
greedy,MaxInformation,3x3x3,19,false,7,1,7,93.33
exact_solver,MinDistance,3x3x3,19,false,8,9,2,95.56
exact_solver,MinRotation,3x3x3,19,false,7,8,2,95.56
exact_solver,MaxInformation,3x3x3,19,true,9,16,2,100.00
global_sat,MinDistance,3x3x3,19,true,7,11,1,100.00
global_sat,MinRotation,3x3x3,19,true,7,12,1,100.00
global_sat,MaxInformation,3x3x3,19,true,7,14,1,100.00
partitioned_sat,MinDistance,3x3x3,19,true,7,13,1,100.00
partitioned_sat,MinRotation,3x3x3,19,true,9,22,1,100.00
partitioned_sat,MaxInformation,3x3x3,19,true,7,17,1,100.00
scip_solver,MinDistance,3x3x3,19,true,6,391,1,100.00
scip_solver,MinRotation,3x3x3,19,true,8,627,1,100.00
scip_solver,MaxInformation,3x3x3,19,true,9,669,1,100.00
greedy,MinDistance,3x3x3,20,false,2,0,2,60.00
greedy,MinRotation,3x3x3,20,false,2,0,2,60.00
greedy,MaxInformation,3x3x3,20,false,6,0,6,91.11
exact_solver,MinDistance,3x3x3,20,true,17,38,1,100.00
exact_solver,MinRotation,3x3x3,20,true,17,36,1,100.00
exact_solver,MaxInformation,3x3x3,20,false,9,13,2,97.78
global_sat,MinDistance,3x3x3,20,true,19,54,1,100.00
global_sat,MinRotation,3x3x3,20,true,17,41,1,100.00
global_sat,MaxInformation,3x3x3,20,true,19,71,1,100.00
partitioned_sat,MinDistance,3x3x3,20,true,19,55,1,100.00
partitioned_sat,MinRotation,3x3x3,20,true,15,45,1,100.00
partitioned_sat,MaxInformation,3x3x3,20,true,19,75,1,100.00
scip_solver,MinDistance,3x3x3,20,true,19,1867,1,100.00
scip_solver,MinRotation,3x3x3,20,true,15,1379,1,100.00
scip_solver,MaxInformation,3x3x3,20,true,9,616,1,100.00
greedy,MinDistance,3x3x3,21,false,7,0,7,24.44
greedy,MinRotation,3x3x3,21,false,7,0,7,24.44
greedy,MaxInformation,3x3x3,21,false,2,0,2,93.33
exact_solver,MinDistance,3x3x3,21,false,5,1,5,20.00
exact_solver,MinRotation,3x3x3,21,false,2,0,2,13.33
exact_solver,MaxInformation,3x3x3,21,true,4,7,1,100.00
global_sat,MinDistance,3x3x3,21,true,21,59,1,100.00
global_sat,MinRotation,3x3x3,21,true,20,46,1,100.00
global_sat,MaxInformation,3x3x3,21,true,23,111,1,100.00
partitioned_sat,MinDistance,3x3x3,21,true,24,107,1,100.00
partitioned_sat,MinRotation,3x3x3,21,true,20,46,1,100.00
partitioned_sat,MaxInformation,3x3x3,21,true,23,126,1,100.00
scip_solver,MinDistance,3x3x3,21,true,24,2619,1,100.00
scip_solver,MinRotation,3x3x3,21,true,21,1976,1,100.00
scip_solver,MaxInformation,3x3x3,21,true,4,199,1,100.00
greedy,MinDistance,3x3x3,22,false,3,0,3,26.67
greedy,MinRotation,3x3x3,22,false,3,0,3,26.67
greedy,MaxInformation,3x3x3,22,false,8,0,8,77.78
exact_solver,MinDistance,3x3x3,22,false,8,8,5,75.56
exact_solver,MinRotation,3x3x3,22,false,6,2,3,33.33
exact_solver,MaxInformation,3x3x3,22,true,15,30,1,100.00
global_sat,MinDistance,3x3x3,22,true,17,63,1,100.00
global_sat,MinRotation,3x3x3,22,true,19,48,1,100.00
global_sat,MaxInformation,3x3x3,22,true,18,45,1,100.00
partitioned_sat,MinDistance,3x3x3,22,true,18,39,1,100.00
partitioned_sat,MinRotation,3x3x3,22,true,18,33,1,100.00
partitioned_sat,MaxInformation,3x3x3,22,true,18,39,1,100.00
scip_solver,MinDistance,3x3x3,22,true,17,1655,1,100.00
scip_solver,MinRotation,3x3x3,22,true,18,1643,1,100.00
scip_solver,MaxInformation,3x3x3,22,true,17,1763,1,100.00
greedy,MinDistance,3x3x3,23,false,2,0,2,71.11
greedy,MinRotation,3x3x3,23,false,2,0,2,71.11
greedy,MaxInformation,3x3x3,23,false,6,0,6,84.44
exact_solver,MinDistance,3x3x3,23,false,5,5,2,77.78
exact_solver,MinRotation,3x3x3,23,false,5,5,2,77.78
exact_solver,MaxInformation,3x3x3,23,true,9,14,2,100.00
global_sat,MinDistance,3x3x3,23,true,9,14,1,100.00
global_sat,MinRotation,3x3x3,23,true,9,14,1,100.00
global_sat,MaxInformation,3x3x3,23,true,9,13,1,100.00
partitioned_sat,MinDistance,3x3x3,23,true,9,12,1,100.00
partitioned_sat,MinRotation,3x3x3,23,true,9,11,1,100.00
partitioned_sat,MaxInformation,3x3x3,23,true,9,13,1,100.00
scip_solver,MinDistance,3x3x3,23,true,9,723,1,100.00
scip_solver,MinRotation,3x3x3,23,true,9,694,1,100.00
scip_solver,MaxInformation,3x3x3,23,true,12,1169,1,100.00
greedy,MinDistance,3x3x3,24,false,10,0,10,80.00
greedy,MinRotation,3x3x3,24,false,10,0,10,80.00
greedy,MaxInformation,3x3x3,24,false,4,0,4,80.00
exact_solver,MinDistance,3x3x3,24,true,13,28,1,100.00
exact_solver,MinRotation,3x3x3,24,true,16,39,1,100.00
exact_solver,MaxInformation,3x3x3,24,true,12,24,1,100.00
global_sat,MinDistance,3x3x3,24,true,14,43,1,100.00
global_sat,MinRotation,3x3x3,24,true,14,31,1,100.00
global_sat,MaxInformation,3x3x3,24,true,13,40,1,100.00
partitioned_sat,MinDistance,3x3x3,24,true,14,35,1,100.00
partitioned_sat,MinRotation,3x3x3,24,true,13,21,1,100.00
partitioned_sat,MaxInformation,3x3x3,24,true,13,30,1,100.00
scip_solver,MinDistance,3x3x3,24,true,12,1064,1,100.00
scip_solver,MinRotation,3x3x3,24,true,13,1134,1,100.00
scip_solver,MaxInformation,3x3x3,24,true,12,975,1,100.00
greedy,MinDistance,3x3x3,25,false,11,0,11,86.67
greedy,MinRotation,3x3x3,25,false,12,0,12,88.89
greedy,MaxInformation,3x3x3,25,false,5,0,5,88.89
exact_solver,MinDistance,3x3x3,25,false,13,24,2,91.11
exact_solver,MinRotation,3x3x3,25,false,12,21,2,91.11
exact_solver,MaxInformation,3x3x3,25,true,9,17,4,100.00
global_sat,MinDistance,3x3x3,25,true,19,62,1,100.00
global_sat,MinRotation,3x3x3,25,true,18,45,1,100.00
global_sat,MaxInformation,3x3x3,25,true,19,70,1,100.00
partitioned_sat,MinDistance,3x3x3,25,true,19,44,1,100.00
partitioned_sat,MinRotation,3x3x3,25,true,17,43,1,100.00
partitioned_sat,MaxInformation,3x3x3,25,true,19,62,1,100.00
scip_solver,MinDistance,3x3x3,25,true,19,1820,1,100.00
scip_solver,MinRotation,3x3x3,25,true,16,1488,1,100.00
scip_solver,MaxInformation,3x3x3,25,true,10,812,1,100.00
greedy,MinDistance,3x3x3,26,false,2,0,2,97.78
greedy,MinRotation,3x3x3,26,false,2,0,2,97.78
greedy,MaxInformation,3x3x3,26,false,4,0,4,84.44
exact_solver,MinDistance,3x3x3,26,true,5,4,1,100.00
exact_solver,MinRotation,3x3x3,26,true,5,4,1,100.00
exact_solver,MaxInformation,3x3x3,26,false,8,10,3,93.33
global_sat,MinDistance,3x3x3,26,true,5,6,1,100.00
global_sat,MinRotation,3x3x3,26,true,4,4,1,100.00
global_sat,MaxInformation,3x3x3,26,true,5,9,1,100.00
partitioned_sat,MinDistance,3x3x3,26,true,5,7,1,100.00
partitioned_sat,MinRotation,3x3x3,26,true,5,7,1,100.00
partitioned_sat,MaxInformation,3x3x3,26,true,5,11,1,100.00
scip_solver,MinDistance,3x3x3,26,true,5,335,1,100.00
scip_solver,MinRotation,3x3x3,26,true,5,333,1,100.00
scip_solver,MaxInformation,3x3x3,26,true,10,927,1,100.00
greedy,MinDistance,3x3x3,27,false,10,0,10,84.44
greedy,MinRotation,3x3x3,27,false,8,0,8,84.44
greedy,MaxInformation,3x3x3,27,false,9,0,9,77.78
exact_solver,MinDistance,3x3x3,27,true,15,20,1,100.00
exact_solver,MinRotation,3x3x3,27,true,13,14,1,100.00
exact_solver,MaxInformation,3x3x3,27,true,18,37,2,100.00
global_sat,MinDistance,3x3x3,27,true,13,24,1,100.00
global_sat,MinRotation,3x3x3,27,true,14,30,1,100.00
global_sat,MaxInformation,3x3x3,27,true,12,26,1,100.00
partitioned_sat,MinDistance,3x3x3,27,true,15,30,1,100.00
partitioned_sat,MinRotation,3x3x3,27,true,17,35,1,100.00
