algorithm,objective,dims,seed,win,clicks,time_ms,guesses,completion,time_per_click_ms,completion_per_click,guess_rate
exact_solver,MinRotation,4x4x4,6,False,18,92,2,89.87,5.111111111111111,4.992777777777778,0.1111111111111111
exact_solver,MaxInformation,4x4x4,6,False,22,99,3,88.61,4.5,4.027727272727272,0.13636363636363635
global_sat,MinDistance,4x4x4,6,True,20,193,1,100.0,9.65,5.0,0.05
global_sat,MinRotation,4x4x4,6,True,21,179,1,100.0,8.523809523809524,4.761904761904762,0.047619047619047616
global_sat,MaxInformation,4x4x4,6,True,22,378,1,100.0,17.181818181818183,4.545454545454546,0.045454545454545456
partitioned_sat,MinDistance,4x4x4,6,True,21,224,1,100.0,10.666666666666666,4.761904761904762,0.047619047619047616
partitioned_sat,MinRotation,4x4x4,6,True,22,106,1,100.0,4.818181818181818,4.545454545454546,0.045454545454545456
partitioned_sat,MaxInformation,4x4x4,6,True,22,218,1,100.0,9.909090909090908,4.545454545454546,0.045454545454545456
scip_solver,MinDistance,4x4x4,6,True,21,3114,1,100.0,148.28571428571428,4.761904761904762,0.047619047619047616
scip_solver,MinRotation,4x4x4,6,True,21,3056,1,100.0,145.52380952380952,4.761904761904762,0.047619047619047616
scip_solver,MaxInformation,4x4x4,6,True,26,4542,1,100.0,174.69230769230768,3.8461538461538463,0.038461538461538464
greedy,MinDistance,4x4x4,7,False,13,1,13,73.42,0.07692307692307693,5.647692307692308,1.0
greedy,MinRotation,4x4x4,7,False,11,1,11,70.89,0.09090909090909091,6.444545454545454,1.0
greedy,MaxInformation,4x4x4,7,False,11,1,11,70.89,0.09090909090909091,6.444545454545454,1.0
exact_solver,MinDistance,4x4x4,7,False,7,12,2,62.03,1.7142857142857142,8.861428571428572,0.2857142857142857
exact_solver,MinRotation,4x4x4,7,False,6,10,2,62.03,1.6666666666666667,10.338333333333333,0.3333333333333333
exact_solver,MaxInformation,4x4x4,7,False,17,91,6,78.48,5.352941176470588,4.616470588235295,0.35294117647058826
global_sat,MinDistance,4x4x4,7,True,25,181,1,100.0,7.24,4.0,0.04
global_sat,MinRotation,4x4x4,7,True,30,235,1,100.0,7.833333333333333,3.3333333333333335,0.03333333333333333
global_sat,MaxInformation,4x4x4,7,True,31,342,1,100.0,11.03225806451613,3.225806451612903,0.03225806451612903
partitioned_sat,MinDistance,4x4x4,7,True,29,232,1,100.0,8.0,3.4482758620689653,0.034482758620689655
partitioned_sat,MinRotation,4x4x4,7,True,28,178,1,100.0,6.357142857142857,3.5714285714285716,0.03571428571428571
partitioned_sat,MaxInformation,4x4x4,7,True,27,230,1,100.0,8.518518518518519,3.7037037037037037,0.037037037037037035
scip_solver,MinDistance,4x4x4,7,True,26,3799,1,100.0,146.1153846153846,3.8461538461538463,0.038461538461538464
scip_solver,MinRotation,4x4x4,7,True,25,3262,1,100.0,130.48,4.0,0.04
scip_solver,MaxInformation,4x4x4,7,True,33,6397,1,100.0,193.84848484848484,3.0303030303030303,0.030303030303030304
greedy,MinDistance,4x4x4,8,False,10,1,10,86.08,0.1,8.608,1.0
greedy,MinRotation,4x4x4,8,False,10,1,10,86.08,0.1,8.608,1.0
greedy,MaxInformation,4x4x4,8,False,10,2,10,55.7,0.2,5.57,1.0
exact_solver,MinDistance,4x4x4,8,False,10,17,3,46.84,1.7,4.684,0.3
exact_solver,MinRotation,4x4x4,8,False,6,7,2,41.77,1.1666666666666667,6.961666666666667,0.3333333333333333
exact_solver,MaxInformation,4x4x4,8,True,39,278,1,100.0,7.128205128205129,2.5641025641025643,0.02564102564102564
global_sat,MinDistance,4x4x4,8,True,29,352,1,100.0,12.137931034482758,3.4482758620689653,0.034482758620689655
global_sat,MinRotation,4x4x4,8,True,21,185,1,100.0,8.80952380952381,4.761904761904762,0.047619047619047616
global_sat,MaxInformation,4x4x4,8,True,30,454,1,100.0,15.133333333333333,3.3333333333333335,0.03333333333333333
partitioned_sat,MinDistance,4x4x4,8,True,31,642,1,100.0,20.70967741935484,3.225806451612903,0.03225806451612903
partitioned_sat,MinRotation,4x4x4,8,True,21,185,1,100.0,8.80952380952381,4.761904761904762,0.047619047619047616
partitioned_sat,MaxInformation,4x4x4,8,True,27,343,1,100.0,12.703703703703704,3.7037037037037037,0.037037037037037035
scip_solver,MinDistance,4x4x4,8,True,25,3536,1,100.0,141.44,4.0,0.04
scip_solver,MinRotation,4x4x4,8,True,19,2615,1,100.0,137.6315789473684,5.2631578947368425,0.05263157894736842
scip_solver,MaxInformation,4x4x4,8,True,38,7219,1,100.0,189.97368421052633,2.6315789473684212,0.02631578947368421
greedy,MinDistance,4x4x4,9,False,13,1,13,82.28,0.07692307692307693,6.32923076923077,1.0
greedy,MinRotation,4x4x4,9,False,14,1,14,82.28,0.07142857142857142,5.877142857142857,1.0
greedy,MaxInformation,4x4x4,9,False,8,1,8,59.49,0.125,7.43625,1.0
exact_solver,MinDistance,4x4x4,9,False,17,81,3,94.94,4.764705882352941,5.584705882352941,0.17647058823529413
exact_solver,MinRotation,4x4x4,9,False,18,64,3,94.94,3.5555555555555554,5.274444444444445,0.16666666666666666
exact_solver,MaxInformation,4x4x4,9,False,26,181,4,98.73,6.961538461538462,3.7973076923076925,0.15384615384615385
global_sat,MinDistance,4x4x4,9,True,18,178,1,100.0,9.88888888888889,5.555555555555555,0.05555555555555555
global_sat,MinRotation,4x4x4,9,True,19,148,1,100.0,7.7894736842105265,5.2631578947368425,0.05263157894736842
global_sat,MaxInformation,4x4x4,9,True,21,292,1,100.0,13.904761904761905,4.761904761904762,0.047619047619047616
partitioned_sat,MinDistance,4x4x4,9,True,17,70,1,100.0,4.117647058823529,5.882352941176471,0.058823529411764705
partitioned_sat,MinRotation,4x4x4,9,True,23,72,1,100.0,3.130434782608696,4.3478260869565215,0.043478260869565216
partitioned_sat,MaxInformation,4x4x4,9,True,22,220,1,100.0,10.0,4.545454545454546,0.045454545454545456
scip_solver,MinDistance,4x4x4,9,True,19,2870,1,100.0,151.05263157894737,5.2631578947368425,0.05263157894736842
scip_solver,MinRotation,4x4x4,9,True,18,2541,1,100.0,141.16666666666666,5.555555555555555,0.05555555555555555
scip_solver,MaxInformation,4x4x4,9,True,31,5134,1,100.0,165.61290322580646,3.225806451612903,0.03225806451612903
greedy,MinDistance,4x4x4,10,False,4,1,4,31.65,0.25,7.9125,1.0
greedy,MinRotation,4x4x4,10,False,4,0,4,31.65,0.0,7.9125,1.0
greedy,MaxInformation,4x4x4,10,False,6,1,6,63.29,0.16666666666666666,10.548333333333334,1.0
exact_solver,MinDistance,4x4x4,10,False,6,4,2,21.52,0.6666666666666666,3.5866666666666664,0.3333333333333333
exact_solver,MinRotation,4x4x4,10,False,6,3,2,21.52,0.5,3.5866666666666664,0.3333333333333333
exact_solver,MaxInformation,4x4x4,10,False,30,208,9,96.2,6.933333333333334,3.2066666666666666,0.3
global_sat,MinDistance,4x4x4,10,True,35,439,2,100.0,12.542857142857143,2.857142857142857,0.05714285714285714
global_sat,MinRotation,4x4x4,10,True,32,310,2,100.0,9.6875,3.125,0.0625
global_sat,MaxInformation,4x4x4,10,True,32,445,2,100.0,13.90625,3.125,0.0625
partitioned_sat,MinDistance,4x4x4,10,True,35,300,2,100.0,8.571428571428571,2.857142857142857,0.05714285714285714
partitioned_sat,MinRotation,4x4x4,10,True,32,261,2,100.0,8.15625,3.125,0.0625
partitioned_sat,MaxInformation,4x4x4,10,True,32,356,2,100.0,11.125,3.125,0.0625
scip_solver,MinDistance,4x4x4,10,False,6,763,2,21.52,127.16666666666667,3.5866666666666664,0.3333333333333333
scip_solver,MinRotation,4x4x4,10,False,6,777,2,21.52,129.5,3.5866666666666664,0.3333333333333333
scip_solver,MaxInformation,4x4x4,10,True,29,4984,1,100.0,171.86206896551724,3.4482758620689653,0.034482758620689655
greedy,MinDistance,4x4x4,11,False,6,1,6,12.66,0.16666666666666666,2.11,1.0
greedy,MinRotation,4x4x4,11,False,16,2,16,73.42,0.125,4.58875,1.0
greedy,MaxInformation,4x4x4,11,False,2,1,2,12.66,0.5,6.33,1.0
exact_solver,MinDistance,4x4x4,11,False,3,1,3,8.86,0.3333333333333333,2.953333333333333,1.0
exact_solver,MinRotation,4x4x4,11,False,4,0,4,10.13,0.0,2.5325,1.0
exact_solver,MaxInformation,4x4x4,11,False,2,1,2,12.66,0.5,6.33,1.0
global_sat,MinDistance,4x4x4,11,True,39,378,2,100.0,9.692307692307692,2.5641025641025643,0.05128205128205128
global_sat,MinRotation,4x4x4,11,True,38,405,2,100.0,10.657894736842104,2.6315789473684212,0.05263157894736842
global_sat,MaxInformation,4x4x4,11,True,39,516,2,100.0,13.23076923076923,2.5641025641025643,0.05128205128205128
partitioned_sat,MinDistance,4x4x4,11,True,40,333,2,100.0,8.325,2.5,0.05
partitioned_sat,MinRotation,4x4x4,11,True,35,235,2,100.0,6.714285714285714,2.857142857142857,0.05714285714285714
partitioned_sat,MaxInformation,4x4x4,11,True,41,503,2,100.0,12.268292682926829,2.4390243902439024,0.04878048780487805
scip_solver,MinDistance,4x4x4,11,False,3,200,3,8.86,66.66666666666667,2.953333333333333,1.0
scip_solver,MinRotation,4x4x4,11,True,38,5654,2,100.0,148.78947368421052,2.6315789473684212,0.05263157894736842
scip_solver,MaxInformation,4x4x4,11,False,2,110,2,12.66,55.0,6.33,1.0
greedy,MinDistance,4x4x4,12,False,6,1,6,39.24,0.16666666666666666,6.54,1.0
greedy,MinRotation,4x4x4,12,False,6,1,6,39.24,0.16666666666666666,6.54,1.0
greedy,MaxInformation,4x4x4,12,False,5,1,5,34.18,0.2,6.836,1.0
exact_solver,MinDistance,4x4x4,12,False,9,14,2,43.04,1.5555555555555556,4.782222222222222,0.2222222222222222
exact_solver,MinRotation,4x4x4,12,False,9,13,2,43.04,1.4444444444444444,4.782222222222222,0.2222222222222222
exact_solver,MaxInformation,4x4x4,12,False,2,1,2,30.38,0.5,15.19,1.0
global_sat,MinDistance,4x4x4,12,True,29,332,1,100.0,11.448275862068966,3.4482758620689653,0.034482758620689655
global_sat,MinRotation,4x4x4,12,True,26,304,1,100.0,11.692307692307692,3.8461538461538463,0.038461538461538464
global_sat,MaxInformation,4x4x4,12,True,32,555,1,100.0,17.34375,3.125,0.03125
partitioned_sat,MinDistance,4x4x4,12,True,29,422,1,100.0,14.551724137931034,3.4482758620689653,0.034482758620689655
partitioned_sat,MinRotation,4x4x4,12,True,26,319,1,100.0,12.26923076923077,3.8461538461538463,0.038461538461538464
partitioned_sat,MaxInformation,4x4x4,12,True,30,458,1,100.0,15.266666666666667,3.3333333333333335,0.03333333333333333
scip_solver,MinDistance,4x4x4,12,True,27,4272,1,100.0,158.22222222222223,3.7037037037037037,0.037037037037037035
scip_solver,MinRotation,4x4x4,12,True,25,4132,1,100.0,165.28,4.0,0.04
scip_solver,MaxInformation,4x4x4,12,True,28,5160,1,100.0,184.28571428571428,3.5714285714285716,0.03571428571428571
greedy,MinDistance,4x4x4,13,False,10,2,10,32.91,0.2,3.2909999999999995,1.0
greedy,MinRotation,4x4x4,13,False,12,2,12,49.37,0.16666666666666666,4.114166666666667,1.0
greedy,MaxInformation,4x4x4,13,False,6,1,6,84.81,0.16666666666666666,14.135,1.0
exact_solver,MinDistance,4x4x4,13,False,33,156,4,81.01,4.7272727272727275,2.454848484848485,0.12121212121212122
exact_solver,MinRotation,4x4x4,13,False,30,137,3,81.01,4.566666666666666,2.7003333333333335,0.1
exact_solver,MaxInformation,4x4x4,13,False,13,95,3,93.67,7.3076923076923075,7.205384615384616,0.23076923076923078
global_sat,MinDistance,4x4x4,13,True,40,625,2,100.0,15.625,2.5,0.05
global_sat,MinRotation,4x4x4,13,True,38,447,2,100.0,11.763157894736842,2.6315789473684212,0.05263157894736842
global_sat,MaxInformation,4x4x4,13,True,40,533,2,100.0,13.325,2.5,0.05
partitioned_sat,MinDistance,4x4x4,13,True,40,462,2,100.0,11.55,2.5,0.05
partitioned_sat,MinRotation,4x4x4,13,True,37,375,2,100.0,10.135135135135135,2.7027027027027026,0.05405405405405406
partitioned_sat,MaxInformation,4x4x4,13,True,44,632,2,100.0,14.363636363636363,2.272727272727273,0.045454545454545456
scip_solver,MinDistance,4x4x4,13,True,38,6016,3,100.0,158.31578947368422,2.6315789473684212,0.07894736842105263
scip_solver,MinRotation,4x4x4,13,True,37,5681,2,100.0,153.54054054054055,2.7027027027027026,0.05405405405405406
scip_solver,MaxInformation,4x4x4,13,True,17,2496,1,100.0,146.8235294117647,5.882352941176471,0.058823529411764705
greedy,MinDistance,4x4x4,14,False,11,2,11,67.09,0.18181818181818182,6.09909090909091,1.0
greedy,MinRotation,4x4x4,14,False,12,1,12,68.35,0.08333333333333333,5.695833333333333,1.0
greedy,MaxInformation,4x4x4,14,False,10,1,10,68.35,0.1,6.834999999999999,1.0
exact_solver,MinDistance,4x4x4,14,False,22,117,4,89.87,5.318181818181818,4.085,0.18181818181818182
exact_solver,MinRotation,4x4x4,14,False,20,95,2,87.34,4.75,4.367,0.1
exact_solver,MaxInformation,4x4x4,14,False,29,123,4,77.22,4.241379310344827,2.662758620689655,0.13793103448275862
global_sat,MinDistance,4x4x4,14,True,34,379,1,100.0,11.147058823529411,2.9411764705882355,0.029411764705882353
global_sat,MinRotation,4x4x4,14,True,38,338,1,100.0,8.894736842105264,2.6315789473684212,0.02631578947368421
global_sat,MaxInformation,4x4x4,14,True,34,667,1,100.0,19.61764705882353,2.9411764705882355,0.029411764705882353
partitioned_sat,MinDistance,4x4x4,14,True,33,307,1,100.0,9.303030303030303,3.0303030303030303,0.030303030303030304
partitioned_sat,MinRotation,4x4x4,14,True,31,243,1,100.0,7.838709677419355,3.225806451612903,0.03225806451612903
partitioned_sat,MaxInformation,4x4x4,14,True,35,634,1,100.0,18.114285714285714,2.857142857142857,0.02857142857142857
scip_solver,MinDistance,4x4x4,14,True,32,5300,1,100.0,165.625,3.125,0.03125
scip_solver,MinRotation,4x4x4,14,True,30,4324,1,100.0,144.13333333333333,3.3333333333333335,0.03333333333333333
scip_solver,MaxInformation,4x4x4,14,True,39,6616,1,100.0,169.64102564102564,2.5641025641025643,0.02564102564102564
greedy,MinDistance,4x4x4,15,False,17,2,17,78.48,0.11764705882352941,4.616470588235295,1.0
greedy,MinRotation,4x4x4,15,False,8,1,8,22.78,0.125,2.8475,1.0
greedy,MaxInformation,4x4x4,15,False,11,2,11,86.08,0.18181818181818182,7.825454545454545,1.0
exact_solver,MinDistance,4x4x4,15,False,4,2,4,17.72,0.5,4.43,1.0
exact_solver,MinRotation,4x4x4,15,False,2,0,2,15.19,0.0,7.595,1.0
exact_solver,MaxInformation,4x4x4,15,True,25,147,8,100.0,5.88,4.0,0.32
global_sat,MinDistance,4x4x4,15,True,37,559,1,100.0,15.108108108108109,2.7027027027027026,0.02702702702702703
global_sat,MinRotation,4x4x4,15,True,38,406,1,100.0,10.68421052631579,2.6315789473684212,0.02631578947368421
global_sat,MaxInformation,4x4x4,15,True,36,697,1,100.0,19.36111111111111,2.7777777777777777,0.027777777777777776
partitioned_sat,MinDistance,4x4x4,15,True,35,504,1,100.0,14.4,2.857142857142857,0.02857142857142857
partitioned_sat,MinRotation,4x4x4,15,True,34,390,1,100.0,11.470588235294118,2.9411764705882355,0.029411764705882353
partitioned_sat,MaxInformation,4x4x4,15,True,36,711,1,100.0,19.75,2.7777777777777777,0.027777777777777776
scip_solver,MinDistance,4x4x4,15,True,34,5735,1,100.0,168.6764705882353,2.9411764705882355,0.029411764705882353
scip_solver,MinRotation,4x4x4,15,True,36,6115,1,100.0,169.86111111111111,2.7777777777777777,0.027777777777777776
scip_solver,MaxInformation,4x4x4,15,True,23,4284,1,100.0,186.2608695652174,4.3478260869565215,0.043478260869565216
greedy,MinDistance,4x4x4,16,False,3,0,3,37.97,0.0,12.656666666666666,1.0
greedy,MinRotation,4x4x4,16,False,3,0,3,37.97,0.0,12.656666666666666,1.0
greedy,MaxInformation,4x4x4,16,False,8,1,8,87.34,0.125,10.9175,1.0
exact_solver,MinDistance,4x4x4,16,False,5,7,2,44.3,1.4,8.86,0.4
exact_solver,MinRotation,4x4x4,16,False,5,7,2,44.3,1.4,8.86,0.4
exact_solver,MaxInformation,4x4x4,16,False,14,85,2,98.73,6.071428571428571,7.052142857142857,0.14285714285714285
global_sat,MinDistance,4x4x4,16,True,17,110,1,100.0,6.470588235294118,5.882352941176471,0.058823529411764705
global_sat,MinRotation,4x4x4,16,True,13,77,1,100.0,5.923076923076923,7.6923076923076925,0.07692307692307693
global_sat,MaxInformation,4x4x4,16,True,18,133,1,100.0,7.388888888888889,5.555555555555555,0.05555555555555555
partitioned_sat,MinDistance,4x4x4,16,True,17,103,1,100.0,6.0588235294117645,5.882352941176471,0.058823529411764705
partitioned_sat,MinRotation,4x4x4,16,True,14,73,1,100.0,5.214285714285714,7.142857142857143,0.07142857142857142
partitioned_sat,MaxInformation,4x4x4,16,True,18,146,1,100.0,8.11111111111111,5.555555555555555,0.05555555555555555
scip_solver,MinDistance,4x4x4,16,True,17,2208,1,100.0,129.88235294117646,5.882352941176471,0.058823529411764705
scip_solver,MinRotation,4x4x4,16,True,13,1567,1,100.0,120.53846153846153,7.6923076923076925,0.07692307692307693
scip_solver,MaxInformation,4x4x4,16,True,15,2218,1,100.0,147.86666666666667,6.666666666666667,0.06666666666666667
greedy,MinDistance,4x4x4,17,False,6,0,6,79.75,0.0,13.291666666666666,1.0
greedy,MinRotation,4x4x4,17,False,6,0,6,79.75,0.0,13.291666666666666,1.0
greedy,MaxInformation,4x4x4,17,False,5,0,5,78.48,0.0,15.696000000000002,1.0
exact_solver,MinDistance,4x4x4,17,False,23,106,4,97.47,4.608695652173913,4.237826086956522,0.17391304347826086
exact_solver,MinRotation,4x4x4,17,False,13,32,2,58.23,2.4615384615384617,4.479230769230769,0.15384615384615385
exact_solver,MaxInformation,4x4x4,17,False,13,77,2,93.67,5.923076923076923,7.205384615384616,0.15384615384615385
global_sat,MinDistance,4x4x4,17,True,23,284,1,100.0,12.347826086956522,4.3478260869565215,0.043478260869565216
global_sat,MinRotation,4x4x4,17,True,24,269,1,100.0,11.208333333333334,4.166666666666667,0.041666666666666664
global_sat,MaxInformation,4x4x4,17,True,22,291,1,100.0,13.227272727272727,4.545454545454546,0.045454545454545456
partitioned_sat,MinDistance,4x4x4,17,True,23,277,1,100.0,12.043478260869565,4.3478260869565215,0.043478260869565216
partitioned_sat,MinRotation,4x4x4,17,True,26,305,1,100.0,11.73076923076923,3.8461538461538463,0.038461538461538464
partitioned_sat,MaxInformation,4x4x4,17,True,22,305,1,100.0,13.863636363636363,4.545454545454546,0.045454545454545456
scip_solver,MinDistance,4x4x4,17,True,23,3604,1,100.0,156.69565217391303,4.3478260869565215,0.043478260869565216
scip_solver,MinRotation,4x4x4,17,True,26,4553,1,100.0,175.1153846153846,3.8461538461538463,0.038461538461538464
scip_solver,MaxInformation,4x4x4,17,True,19,3141,1,100.0,165.31578947368422,5.2631578947368425,0.05263157894736842
greedy,MinDistance,4x4x4,18,False,2,0,2,53.16,0.0,26.58,1.0
greedy,MinRotation,4x4x4,18,False,2,0,2,53.16,0.0,26.58,1.0
greedy,MaxInformation,4x4x4,18,False,3,0,3,36.71,0.0,12.236666666666666,1.0
exact_solver,MinDistance,4x4x4,18,False,26,187,4,97.47,7.1923076923076925,3.748846153846154,0.15384615384615385
exact_solver,MinRotation,4x4x4,18,False,13,59,2,82.28,4.538461538461538,6.32923076923077,0.15384615384615385
exact_solver,MaxInformation,4x4x4,18,False,11,55,2,97.47,5.0,8.860909090909091,0.18181818181818182
global_sat,MinDistance,4x4x4,18,True,26,357,1,100.0,13.73076923076923,3.8461538461538463,0.038461538461538464
global_sat,MinRotation,4x4x4,18,True,26,299,1,100.0,11.5,3.8461538461538463,0.038461538461538464
global_sat,MaxInformation,4x4x4,18,True,26,368,1,100.0,14.153846153846153,3.8461538461538463,0.038461538461538464
partitioned_sat,MinDistance,4x4x4,18,True,26,221,1,100.0,8.5,3.8461538461538463,0.038461538461538464
partitioned_sat,MinRotation,4x4x4,18,True,27,322,1,100.0,11.925925925925926,3.7037037037037037,0.037037037037037035
partitioned_sat,MaxInformation,4x4x4,18,True,26,268,1,100.0,10.307692307692308,3.8461538461538463,0.038461538461538464
scip_solver,MinDistance,4x4x4,18,True,26,4455,1,100.0,171.34615384615384,3.8461538461538463,0.038461538461538464
scip_solver,MinRotation,4x4x4,18,True,27,4391,1,100.0,162.62962962962962,3.7037037037037037,0.037037037037037035
scip_solver,MaxInformation,4x4x4,18,True,13,1767,1,100.0,135.92307692307693,7.6923076923076925,0.07692307692307693
greedy,MinDistance,4x4x4,19,False,4,1,4,84.81,0.25,21.2025,1.0
greedy,MinRotation,4x4x4,19,False,4,0,4,84.81,0.0,21.2025,1.0
greedy,MaxInformation,4x4x4,19,False,14,1,14,82.28,0.07142857142857142,5.877142857142857,1.0
exact_solver,MinDistance,4x4x4,19,False,18,81,2,89.87,4.5,4.992777777777778,0.1111111111111111
exact_solver,MinRotation,4x4x4,19,False,22,121,3,98.73,5.5,4.487727272727273,0.13636363636363635
exact_solver,MaxInformation,4x4x4,19,True,22,138,6,100.0,6.2727272727272725,4.545454545454546,0.2727272727272727
global_sat,MinDistance,4x4x4,19,True,17,187,1,100.0,11.0,5.882352941176471,0.058823529411764705
global_sat,MinRotation,4x4x4,19,True,17,199,1,100.0,11.705882352941176,5.882352941176471,0.058823529411764705
global_sat,MaxInformation,4x4x4,19,True,20,227,1,100.0,11.35,5.0,0.05
partitioned_sat,MinDistance,4x4x4,19,True,18,147,1,100.0,8.166666666666666,5.555555555555555,0.05555555555555555
partitioned_sat,MinRotation,4x4x4,19,True,20,138,1,100.0,6.9,5.0,0.05
partitioned_sat,MaxInformation,4x4x4,19,True,21,206,1,100.0,9.80952380952381,4.761904761904762,0.047619047619047616
scip_solver,MinDistance,4x4x4,19,True,18,2592,1,100.0,144.0,5.555555555555555,0.05555555555555555
scip_solver,MinRotation,4x4x4,19,True,18,2563,1,100.0,142.38888888888889,5.555555555555555,0.05555555555555555
scip_solver,MaxInformation,4x4x4,19,True,27,4552,1,100.0,168.59259259259258,3.7037037037037037,0.037037037037037035
greedy,MinDistance,4x4x4,20,False,6,1,6,51.9,0.16666666666666666,8.65,1.0
greedy,MinRotation,4x4x4,20,False,6,0,6,51.9,0.0,8.65,1.0
greedy,MaxInformation,4x4x4,20,False,18,2,18,69.62,0.1111111111111111,3.867777777777778,1.0
exact_solver,MinDistance,4x4x4,20,True,32,163,2,100.0,5.09375,3.125,0.0625
exact_solver,MinRotation,4x4x4,20,False,28,144,2,97.47,5.142857142857143,3.4810714285714286,0.07142857142857142
exact_solver,MaxInformation,4x4x4,20,False,37,219,6,98.73,5.918918918918919,2.6683783783783785,0.16216216216216217
global_sat,MinDistance,4x4x4,20,True,39,647,1,100.0,16.58974358974359,2.5641025641025643,0.02564102564102564
global_sat,MinRotation,4x4x4,20,True,33,250,1,100.0,7.575757575757576,3.0303030303030303,0.030303030303030304
global_sat,MaxInformation,4x4x4,20,True,34,571,1,100.0,16.794117647058822,2.9411764705882355,0.029411764705882353
partitioned_sat,MinDistance,4x4x4,20,True,39,467,1,100.0,11.974358974358974,2.5641025641025643,0.02564102564102564
partitioned_sat,MinRotation,4x4x4,20,True,31,216,1,100.0,6.967741935483871,3.225806451612903,0.03225806451612903
partitioned_sat,MaxInformation,4x4x4,20,True,40,920,1,100.0,23.0,2.5,0.025
scip_solver,MinDistance,4x4x4,20,True,38,6866,1,100.0,180.68421052631578,2.6315789473684212,0.02631578947368421
scip_solver,MinRotation,4x4x4,20,True,31,4709,1,100.0,151.90322580645162,3.225806451612903,0.03225806451612903
scip_solver,MaxInformation,4x4x4,20,True,34,6490,1,100.0,190.88235294117646,2.9411764705882355,0.029411764705882353
greedy,MinDistance,4x4x4,21,False,15,2,15,83.54,0.13333333333333333,5.569333333333334,1.0
greedy,MinRotation,4x4x4,21,False,4,1,4,10.13,0.25,2.5325,1.0
greedy,MaxInformation,4x4x4,21,False,10,1,10,64.56,0.1,6.456,1.0
exact_solver,MinDistance,4x4x4,21,False,3,1,3,8.86,0.3333333333333333,2.953333333333333,1.0
exact_solver,MinRotation,4x4x4,21,False,4,0,4,10.13,0.0,2.5325,1.0
exact_solver,MaxInformation,4x4x4,21,False,25,164,3,88.61,6.56,3.5444,0.12
global_sat,MinDistance,4x4x4,21,False,16,86,2,29.11,5.375,1.819375,0.125
global_sat,MinRotation,4x4x4,21,False,18,81,2,29.11,4.5,1.6172222222222221,0.1111111111111111
global_sat,MaxInformation,4x4x4,21,False,18,102,2,29.11,5.666666666666667,1.6172222222222221,0.1111111111111111
partitioned_sat,MinDistance,4x4x4,21,False,16,72,2,29.11,4.5,1.819375,0.125
partitioned_sat,MinRotation,4x4x4,21,False,16,66,2,29.11,4.125,1.819375,0.125
partitioned_sat,MaxInformation,4x4x4,21,False,18,95,2,29.11,5.277777777777778,1.6172222222222221,0.1111111111111111
scip_solver,MinDistance,4x4x4,21,True,31,5445,2,100.0,175.6451612903226,3.225806451612903,0.06451612903225806
scip_solver,MinRotation,4x4x4,21,False,17,2043,2,29.11,120.17647058823529,1.7123529411764706,0.11764705882352941
scip_solver,MaxInformation,4x4x4,21,True,37,7502,1,100.0,202.75675675675674,2.7027027027027026,0.02702702702702703
greedy,MinDistance,4x4x4,22,False,5,1,5,91.14,0.2,18.228,1.0
greedy,MinRotation,4x4x4,22,False,5,0,5,91.14,0.0,18.228,1.0
greedy,MaxInformation,4x4x4,22,False,9,1,9,82.28,0.1111111111111111,9.142222222222223,1.0
exact_solver,MinDistance,4x4x4,22,True,9,42,3,100.0,4.666666666666667,11.11111111111111,0.3333333333333333
exact_solver,MinRotation,4x4x4,22,False,2,1,2,31.65,0.5,15.825,1.0
exact_solver,MaxInformation,4x4x4,22,False,25,167,10,98.73,6.68,3.9492000000000003,0.4
global_sat,MinDistance,4x4x4,22,True,10,65,1,100.0,6.5,10.0,0.1
global_sat,MinRotation,4x4x4,22,True,11,59,1,100.0,5.363636363636363,9.090909090909092,0.09090909090909091
global_sat,MaxInformation,4x4x4,22,True,13,96,1,100.0,7.384615384615385,7.6923076923076925,0.07692307692307693
partitioned_sat,MinDistance,4x4x4,22,True,11,70,1,100.0,6.363636363636363,9.090909090909092,0.09090909090909091
partitioned_sat,MinRotation,4x4x4,22,True,10,29,1,100.0,2.9,10.0,0.1
partitioned_sat,MaxInformation,4x4x4,22,True,12,85,1,100.0,7.083333333333333,8.333333333333334,0.08333333333333333
scip_solver,MinDistance,4x4x4,22,True,10,1203,1,100.0,120.3,10.0,0.1
scip_solver,MinRotation,4x4x4,22,True,11,1410,1,100.0,128.1818181818182,9.090909090909092,0.09090909090909091
scip_solver,MaxInformation,4x4x4,22,True,22,3215,1,100.0,146.13636363636363,4.545454545454546,0.045454545454545456
greedy,MinDistance,4x4x4,23,False,7,1,7,27.85,0.14285714285714285,3.9785714285714286,1.0
greedy,MinRotation,4x4x4,23,False,7,1,7,27.85,0.14285714285714285,3.9785714285714286,1.0
greedy,MaxInformation,4x4x4,23,False,5,0,5,86.08,0.0,17.216,1.0
exact_solver,MinDistance,4x4x4,23,False,10,12,8,31.65,1.2,3.165,0.8
exact_solver,MinRotation,4x4x4,23,False,31,170,4,93.67,5.483870967741935,3.0216129032258063,0.12903225806451613
exact_solver,MaxInformation,4x4x4,23,False,13,70,6,96.2,5.384615384615385,7.4,0.46153846153846156
global_sat,MinDistance,4x4x4,23,True,35,679,1,100.0,19.4,2.857142857142857,0.02857142857142857
global_sat,MinRotation,4x4x4,23,True,32,379,1,100.0,11.84375,3.125,0.03125
global_sat,MaxInformation,4x4x4,23,True,37,918,1,100.0,24.81081081081081,2.7027027027027026,0.02702702702702703
